Size,Iterations,Algorithm,Data Shape,Avg (ns),Avg (s),Std (ns),Min (ns),Max (ns),Status
1000,1000,Merge Sort,Half Sorted,1020824.5,0.001020824,7414.7,1004458.0,1082583.0,Success
1000,1000,Quick Sort,Half Sorted,1022498.1,0.001022498,43650.3,927375.0,1222084.0,Success
1000,1000,Timsort (built-in),Half Sorted,25670.0,0.000025670,613.5,24709.0,36250.0,Success
1000,1000,Timsort (custom),Half Sorted,686979.3,0.000686979,13216.7,660541.0,740417.0,Success
1000,1000,Radix Sort,Half Sorted,203832.6,0.000203833,22511.0,183292.0,249000.0,Success
1000,1000,Counting Sort,Half Sorted,144391.0,0.000144391,2142.0,140709.0,166666.0,Success
1000,1000,Shell Sort,Flat (Few Unique),413226.8,0.000413227,9741.1,387750.0,457250.0,Success
1000,1000,Heap Sort,Flat (Few Unique),132473.3,0.000132473,1771.8,127167.0,149791.0,Success
1000,1000,Merge Sort,Flat (Few Unique),1099352.4,0.001099352,8827.1,1080167.0,1200625.0,Success
1000,1000,Quick Sort,Flat (Few Unique),155869.5,0.000155870,19192.1,128959.0,200292.0,Success
1000,1000,Timsort (built-in),Flat (Few Unique),31020.9,0.000031021,787.0,30250.0,41167.0,Success
1000,1000,Timsort (custom),Flat (Few Unique),823619.0,0.000823619,11945.9,794458.0,884416.0,Success
1000,1000,Radix Sort,Flat (Few Unique),90572.2,0.000090572,1365.8,87875.0,101333.0,Success
1000,1000,Counting Sort,Flat (Few Unique),70497.0,0.000070497,1473.2,68625.0,95292.0,Success
1000,1000,Shell Sort,Floats,845189.3,0.000845189,26661.0,775792.0,978667.0,Success
1000,1000,Heap Sort,Floats,114702.8,0.000114703,2413.4,110459.0,130167.0,Success
1000,1000,Merge Sort,Floats,1111512.6,0.001111513,6654.5,1095292.0,1148292.0,Success
1000,1000,Quick Sort,Floats,1179475.6,0.001179476,42881.7,1091208.0,1387792.0,Success
1000,1000,Timsort (built-in),Floats,53778.1,0.000053778,1192.0,52334.0,69000.0,Success
1000,1000,Timsort (custom),Floats,913153.9,0.000913154,14126.4,877959.0,984167.0,Success
1000,1000,Radix Sort,Floats,,,,,,Skipped (integers only)
1000,1000,Counting Sort,Floats,,,,,,Skipped (integers only)
1000,1000,Shell Sort,Strings,892375.4,0.000892375,30009.4,827458.0,1006084.0,Success
1000,1000,Heap Sort,Strings,174187.7,0.000174188,2105.7,168125.0,184375.0,Success
1000,1000,Merge Sort,Strings,1139340.7,0.001139341,5134.7,1126417.0,1170833.0,Success
1000,1000,Quick Sort,Strings,1237861.6,0.001237862,43868.6,1126542.0,1412875.0,Success
1000,1000,Timsort (built-in),Strings,75492.6,0.000075493,1049.0,73958.0,88458.0,Success
1000,1000,Timsort (custom),Strings,963847.6,0.000963848,15141.3,920250.0,1024667.0,Success
1000,1000,Radix Sort,Strings,,,,,,Skipped (integers only)
1000,1000,Counting Sort,Strings,,,,,,Skipped (integers only)
10000,100,Shell Sort,Random Ints,14917975.4,0.014917975,779473.8,13551709.0,17602125.0,Success
10000,100,Heap Sort,Random Ints,1638735.1,0.001638735,58667.4,1554833.0,1848583.0,Success
10000,100,Merge Sort,Random Ints,14734641.3,0.014734641,204229.1,14370833.0,15198375.0,Success
10000,100,Quick Sort,Random Ints,15161213.3,0.015161213,528023.5,14374375.0,17287000.0,Success
10000,100,Timsort (built-in),Random Ints,661537.5,0.000661537,5812.6,651792.0,686792.0,Success
10000,100,Timsort (custom),Random Ints,12252020.8,0.012252021,319156.4,11738583.0,12858208.0,Success
10000,100,Radix Sort,Random Ints,2839722.0,0.002839722,108182.2,2774167.0,3286959.0,Success
10000,100,Counting Sort,Random Ints,6315082.1,0.006315082,131199.9,6100542.0,6605750.0,Success
10000,100,Shell Sort,Sorted Ints,3697770.0,0.003697770,38937.1,3668083.0,3896375.0,Success
10000,100,Heap Sort,Sorted Ints,1421819.6,0.001421820,13479.6,1391375.0,1453875.0,Success
10000,100,Merge Sort,Sorted Ints,11798017.5,0.011798017,122284.2,11636875.0,12118250.0,Success
10000,100,Quick Sort,Sorted Ints,14691228.8,0.014691229,492436.2,13895084.0,15971708.0,Success
10000,100,Timsort (built-in),Sorted Ints,19199.2,0.000019199,1057.6,18500.0,25042.0,Success
10000,100,Timsort (custom),Sorted Ints,7352880.8,0.007352881,126300.7,7202333.0,7764875.0,Success
10000,100,Radix Sort,Sorted Ints,2241034.2,0.002241034,14025.1,2216417.0,2289208.0,Success
10000,100,Counting Sort,Sorted Ints,1396066.6,0.001396067,14112.4,1381209.0,1451333.0,Success
10000,100,Shell Sort,Reverse Sorted,7049785.0,0.007049785,40356.0,6971625.0,7233834.0,Success
10000,100,Heap Sort,Reverse Sorted,1358462.5,0.001358462,17423.6,1313250.0,1424458.0,Success
10000,100,Merge Sort,Reverse Sorted,12022361.2,0.012022361,73081.4,11885958.0,12205459.0,Success
10000,100,Quick Sort,Reverse Sorted,14700787.9,0.014700788,428913.8,13962666.0,16364500.0,Success
10000,100,Timsort (built-in),Reverse Sorted,20627.2,0.000020627,961.4,19958.0,28167.0,Success
10000,100,Timsort (custom),Reverse Sorted,12148632.1,0.012148632,85261.7,12037500.0,12290333.0,Success
10000,100,Radix Sort,Reverse Sorted,2667581.2,0.002667581,18780.6,2627500.0,2699083.0,Success
10000,100,Counting Sort,Reverse Sorted,1420739.5,0.001420740,11838.7,1399875.0,1482250.0,Success
10000,100,Shell Sort,Almost Sorted,9467007.6,0.009467008,355886.0,8920667.0,11400583.0,Success
10000,100,Heap Sort,Almost Sorted,1418580.8,0.001418581,16962.0,1391459.0,1481500.0,Success
10000,100,Merge Sort,Almost Sorted,13145130.8,0.013145131,119307.2,12973000.0,13484500.0,Success
10000,100,Quick Sort,Almost Sorted,14693578.4,0.014693578,431203.0,14018500.0,16226083.0,Success
10000,100,Timsort (built-in),Almost Sorted,129290.5,0.000129290,4143.6,123750.0,150584.0,Success
10000,100,Timsort (custom),Almost Sorted,8942924.1,0.008942924,184850.5,8728916.0,9638125.0,Success
10000,100,Radix Sort,Almost Sorted,2234761.6,0.002234762,10104.7,2217583.0,2268917.0,Success
10000,100,Counting Sort,Almost Sorted,1425895.4,0.001425895,11792.4,1411833.0,1474459.0,Success
10000,100,Shell Sort,Half Sorted,13282538.8,0.013282539,653563.7,12253875.0,15365667.0,Success
10000,100,Heap Sort,Half Sorted,1525191.3,0.001525191,24535.6,1480333.0,1596291.0,Success
10000,100,Merge Sort,Half Sorted,13194881.2,0.013194881,124019.5,13050416.0,13747291.0,Success
10000,100,Quick Sort,Half Sorted,13673158.4,0.013673158,443639.5,13011792.0,15008542.0,Success
10000,100,Timsort (built-in),Half Sorted,345291.7,0.000345292,3429.3,338208.0,364291.0,Success
10000,100,Timsort (custom),Half Sorted,9808728.0,0.009808728,185516.3,9637708.0,10548583.0,Success
10000,100,Radix Sort,Half Sorted,2496070.0,0.002496070,218002.6,2271375.0,2774291.0,Success
10000,100,Counting Sort,Half Sorted,1470187.1,0.001470187,11803.6,1444958.0,1492625.0,Success
10000,100,Shell Sort,Flat (Few Unique),5422512.9,0.005422513,111830.6,5240166.0,5683125.0,Success
10000,100,Heap Sort,Flat (Few Unique),1485421.2,0.001485421,26837.2,1433875.0,1524000.0,Success
10000,100,Merge Sort,Flat (Few Unique),14011701.2,0.014011701,52631.4,13921458.0,14180042.0,Success
10000,100,Quick Sort,Flat (Few Unique),1522328.4,0.001522328,177977.8,1316625.0,1881542.0,Success
10000,100,Timsort (built-in),Flat (Few Unique),297572.1,0.000297572,5150.5,294625.0,329208.0,Success
10000,100,Timsort (custom),Flat (Few Unique),10939912.0,0.010939912,42692.8,10854333.0,11089000.0,Success
10000,100,Radix Sort,Flat (Few Unique),855066.7,0.000855067,12512.7,835542.0,921875.0,Success
10000,100,Counting Sort,Flat (Few Unique),763668.0,0.000763668,7467.4,751917.0,808250.0,Success
10000,100,Shell Sort,Floats,14700522.9,0.014700523,558460.5,13697916.0,16697208.0,Success
10000,100,Heap Sort,Floats,1715701.6,0.001715702,27047.1,1664334.0,1777541.0,Success
10000,100,Merge Sort,Floats,14950138.3,0.014950138,274225.2,14430458.0,15420792.0,Success
10000,100,Quick Sort,Floats,15433386.2,0.015433386,418953.9,14689625.0,16485667.0,Success
10000,100,Timsort (built-in),Floats,723048.4,0.000723048,6208.9,711292.0,758083.0,Success
10000,100,Timsort (custom),Floats,12143232.1,0.012143232,316063.0,11822208.0,12828916.0,Success
10000,100,Radix Sort,Floats,,,,,,Skipped (integers only)
10000,100,Counting Sort,Floats,,,,,,Skipped (integers only)
10000,100,Shell Sort,Strings,15295494.6,0.015295495,410126.8,14522208.0,16511500.0,Success
10000,100,Heap Sort,Strings,2281952.1,0.002281952,19023.0,2251750.0,2325625.0,Success
10000,100,Merge Sort,Strings,14864720.8,0.014864721,100160.0,14742042.0,15160208.0,Success
10000,100,Quick Sort,Strings,16062025.5,0.016062025,405447.6,15236459.0,17233250.0,Success
10000,100,Timsort (built-in),Strings,1024228.8,0.001024229,5544.7,1011334.0,1038791.0,Success
10000,100,Timsort (custom),Strings,12469582.1,0.012469582,69401.7,12356792.0,12669125.0,Success
10000,100,Radix Sort,Strings,,,,,,Skipped (integers only)
10000,100,Counting Sort,Strings,,,,,,Skipped (integers only)
100000,10,Shell Sort,Random Ints,248793716.8,0.248793717,13304289.0,229788292.0,269842334.0,Success
100000,10,Heap Sort,Random Ints,25506462.6,0.025506463,358418.0,25053834.0,26096083.0,Success
100000,10,Merge Sort,Random Ints,182277953.9,0.182277954,3314281.2,177594917.0,186995208.0,Success
100000,10,Quick Sort,Random Ints,185430695.8,0.185430696,5808076.9,178729875.0,196018083.0,Success
100000,10,Timsort (built-in),Random Ints,8713504.1,0.008713504,90507.2,8572250.0,8831583.0,Success
100000,10,Timsort (custom),Random Ints,160058366.7,0.160058367,4193644.4,155225000.0,167156375.0,Success
100000,10,Radix Sort,Random Ints,33557712.4,0.033557712,1932491.6,32354708.0,37364292.0,Success
100000,10,Counting Sort,Random Ints,62926408.3,0.062926408,1579596.5,60844291.0,65143459.0,Success
100000,10,Shell Sort,Sorted Ints,48029112.5,0.048029112,307093.6,47474625.0,48413708.0,Success
100000,10,Heap Sort,Sorted Ints,16586771.0,0.016586771,324692.9,16136834.0,17240750.0,Success
100000,10,Merge Sort,Sorted Ints,142897787.3,0.142897787,521860.6,142161708.0,143694625.0,Success
100000,10,Quick Sort,Sorted Ints,178797050.1,0.178797050,5685330.7,172397500.0,192520750.0,Success
100000,10,Timsort (built-in),Sorted Ints,195500.0,0.000195500,30444.4,178250.0,280250.0,Success
100000,10,Timsort (custom),Sorted Ints,95899654.4,0.095899654,268080.7,95622167.0,96285500.0,Success
100000,10,Radix Sort,Sorted Ints,26301716.5,0.026301716,143553.9,26102083.0,26564167.0,Success
100000,10,Counting Sort,Sorted Ints,14184954.2,0.014184954,195797.7,13934500.0,14576458.0,Success
100000,10,Shell Sort,Reverse Sorted,87314583.2,0.087314583,205416.9,87122292.0,87765541.0,Success
100000,10,Heap Sort,Reverse Sorted,15671891.6,0.015671892,173058.7,15435000.0,15901916.0,Success
100000,10,Merge Sort,Reverse Sorted,144582779.2,0.144582779,530311.9,143534791.0,145473292.0,Success
100000,10,Quick Sort,Reverse Sorted,179056621.1,0.179056621,4420276.3,171292584.0,186723709.0,Success
100000,10,Timsort (built-in),Reverse Sorted,212775.1,0.000212775,38084.0,192250.0,319417.0,Success
100000,10,Timsort (custom),Reverse Sorted,156764737.5,0.156764738,343721.1,156156125.0,157242875.0,Success
100000,10,Radix Sort,Reverse Sorted,30717441.6,0.030717442,277546.0,30310875.0,31058542.0,Success
100000,10,Counting Sort,Reverse Sorted,14041983.1,0.014041983,104171.4,13866709.0,14235625.0,Success
100000,10,Shell Sort,Almost Sorted,152489241.8,0.152489242,4468177.9,147643666.0,158393333.0,Success
100000,10,Heap Sort,Almost Sorted,17212379.2,0.017212379,236667.9,16901291.0,17632417.0,Success
100000,10,Merge Sort,Almost Sorted,162326141.6,0.162326142,818685.0,161514750.0,163874542.0,Success
100000,10,Quick Sort,Almost Sorted,179256654.1,0.179256654,2986251.8,175028750.0,182769417.0,Success
100000,10,Timsort (built-in),Almost Sorted,1560841.6,0.001560842,25808.2,1531750.0,1608375.0,Success
100000,10,Timsort (custom),Almost Sorted,117136225.1,0.117136225,661948.9,116478583.0,118293792.0,Success
100000,10,Radix Sort,Almost Sorted,26532979.2,0.026532979,229710.3,26179458.0,26857625.0,Success
100000,10,Counting Sort,Almost Sorted,14089629.0,0.014089629,88245.5,13982125.0,14277500.0,Success
100000,10,Shell Sort,Half Sorted,224489545.9,0.224489546,9315717.0,211473916.0,237498166.0,Success
100000,10,Heap Sort,Half Sorted,20936537.6,0.020936538,397857.8,19938917.0,21400250.0,Success
100000,10,Merge Sort,Half Sorted,160975425.1,0.160975425,2708561.3,157515750.0,166577708.0,Success
100000,10,Quick Sort,Half Sorted,167102641.6,0.167102642,4938193.3,163570542.0,179668708.0,Success
100000,10,Timsort (built-in),Half Sorted,4431158.4,0.004431158,23500.0,4392667.0,4477500.0,Success
100000,10,Timsort (custom),Half Sorted,128219029.1,0.128219029,3039265.4,126180458.0,136446792.0,Success
100000,10,Radix Sort,Half Sorted,28992100.1,0.028992100,2209339.5,27062666.0,31741792.0,Success
100000,10,Counting Sort,Half Sorted,14592470.9,0.014592471,103903.2,14492583.0,14782584.0,Success
100000,10,Shell Sort,Flat (Few Unique),65419845.6,0.065419846,1209120.5,63204000.0,67270167.0,Success
100000,10,Heap Sort,Flat (Few Unique),16769812.5,0.016769813,132561.4,16566625.0,17000667.0,Success
100000,10,Merge Sort,Flat (Few Unique),169563920.9,0.169563921,735030.4,168264792.0,170920333.0,Success
100000,10,Quick Sort,Flat (Few Unique),15447566.7,0.015447567,1736256.6,13470667.0,18624083.0,Success
100000,10,Timsort (built-in),Flat (Few Unique),3111312.5,0.003111312,19503.4,3097958.0,3162792.0,Success
100000,10,Timsort (custom),Flat (Few Unique),141060941.7,0.141060942,626666.7,140061292.0,141873125.0,Success
100000,10,Radix Sort,Flat (Few Unique),8277454.0,0.008277454,105399.2,8079125.0,8431167.0,Success
100000,10,Counting Sort,Flat (Few Unique),7663779.3,0.007663779,66483.3,7611792.0,7826208.0,Success
100000,10,Shell Sort,Floats,240625462.6,0.240625463,9184261.6,228201667.0,257710083.0,Success
100000,10,Heap Sort,Floats,25651600.0,0.025651600,865600.5,24816875.0,27073250.0,Success
100000,10,Merge Sort,Floats,186227520.8,0.186227521,2770735.0,179472625.0,189989667.0,Success
100000,10,Quick Sort,Floats,188268404.0,0.188268404,3607394.7,184574292.0,196927000.0,Success
100000,10,Timsort (built-in),Floats,9292795.9,0.009292796,46586.0,9249042.0,9412375.0,Success
100000,10,Timsort (custom),Floats,163872975.1,0.163872975,4148679.0,155722458.0,166657792.0,Success
100000,10,Radix Sort,Floats,,,,,,Skipped (integers only)
100000,10,Counting Sort,Floats,,,,,,Skipped (integers only)
100000,10,Shell Sort,Strings,250947004.4,0.250947004,11202363.6,231704792.0,268283167.0,Success
100000,10,Heap Sort,Strings,29182600.0,0.029182600,350441.4,28564292.0,29632084.0,Success
100000,10,Merge Sort,Strings,183740966.7,0.183740967,476870.4,183141959.0,184679959.0,Success
100000,10,Quick Sort,Strings,195428649.8,0.195428650,4115924.2,189412791.0,203890167.0,Success
100000,10,Timsort (built-in),Strings,12596658.5,0.012596658,391320.2,12155167.0,13041750.0,Success
100000,10,Timsort (custom),Strings,163375962.5,0.163375962,528305.7,162663792.0,164269875.0,Success
100000,10,Radix Sort,Strings,,,,,,Skipped (integers only)
100000,10,Counting Sort,Strings,,,,,,Skipped (integers only)
1000000,3,Shell Sort,Random Ints,4762817347.3,4.762817347,347517014.4,4507359042.0,5158546250.0,Success
1000000,3,Heap Sort,Random Ints,590633222.7,0.590633223,7302257.0,583726917.0,598275667.0,Success
1000000,3,Merge Sort,Random Ints,2235725944.7,2.235725945,54764809.8,2172643500.0,2271093167.0,Success
1000000,3,Quick Sort,Random Ints,2354785611.3,2.354785611,158914634.0,2252373750.0,2537854042.0,Success
1000000,3,Timsort (built-in),Random Ints,115830694.3,0.115830694,1002505.9,114789208.0,116789042.0,Success
1000000,3,Timsort (custom),Random Ints,2072889292.0,2.072889292,52215716.2,2027404417.0,2129907459.0,Success
1000000,3,Radix Sort,Random Ints,698663653.0,0.698663653,1981419.4,697218208.0,700922292.0,Success
1000000,3,Counting Sort,Random Ints,693620403.0,0.693620403,7693645.2,686920542.0,702022667.0,Success
1000000,3,Shell Sort,Sorted Ints,582165583.0,0.582165583,1836505.0,580410833.0,584074166.0,Success
1000000,3,Heap Sort,Sorted Ints,205505888.7,0.205505889,3050377.1,201985666.0,207370042.0,Success
1000000,3,Merge Sort,Sorted Ints,1696112917.0,1.696112917,16438475.8,1681958667.0,1714142959.0,Success
1000000,3,Quick Sort,Sorted Ints,2082472347.3,2.082472347,51770383.1,2040449250.0,2140303959.0,Success
1000000,3,Timsort (built-in),Sorted Ints,1924680.7,0.001924681,118033.6,1796042.0,2028000.0,Success
1000000,3,Timsort (custom),Sorted Ints,1200837722.3,1.200837722,30860215.1,1181684417.0,1236437750.0,Success
1000000,3,Radix Sort,Sorted Ints,383864847.3,0.383864847,4545731.9,378616042.0,386524042.0,Success
1000000,3,Counting Sort,Sorted Ints,143695596.7,0.143695597,201380.4,143476166.0,143871958.0,Success
1000000,3,Shell Sort,Reverse Sorted,998103153.0,0.998103153,5924951.1,991925333.0,1003737834.0,Success
1000000,3,Heap Sort,Reverse Sorted,179824972.3,0.179824972,580776.1,179486375.0,180495584.0,Success
1000000,3,Merge Sort,Reverse Sorted,1687494139.0,1.687494139,17730571.0,1674136625.0,1707610000.0,Success
1000000,3,Quick Sort,Reverse Sorted,2114770472.3,2.114770472,21971830.5,2089674750.0,2130545542.0,Success
1000000,3,Timsort (built-in),Reverse Sorted,2104194.7,0.002104195,112153.1,1982917.0,2204167.0,Success
1000000,3,Timsort (custom),Reverse Sorted,1939329278.0,1.939329278,4463764.1,1935248833.0,1944096709.0,Success
1000000,3,Radix Sort,Reverse Sorted,428174319.3,0.428174319,1851706.9,426590250.0,430210083.0,Success
1000000,3,Counting Sort,Reverse Sorted,141208847.3,0.141208847,1105668.3,140060625.0,142266375.0,Success
1000000,3,Shell Sort,Almost Sorted,2458367903.0,2.458367903,42192544.1,2419240250.0,2503070959.0,Success
1000000,3,Heap Sort,Almost Sorted,227886291.7,0.227886292,2127803.9,225496500.0,229575375.0,Success
1000000,3,Merge Sort,Almost Sorted,2001596500.0,2.001596500,37148103.3,1963275916.0,2037449042.0,Success
1000000,3,Quick Sort,Almost Sorted,2106389639.0,2.106389639,56156935.7,2063149291.0,2169858417.0,Success
1000000,3,Timsort (built-in),Almost Sorted,20669319.3,0.020669319,555847.3,20078833.0,21182417.0,Success
1000000,3,Timsort (custom),Almost Sorted,1504477778.0,1.504477778,63053943.1,1459939000.0,1576627250.0,Success
1000000,3,Radix Sort,Almost Sorted,388695152.7,0.388695153,3979696.9,384851000.0,392797792.0,Success
1000000,3,Counting Sort,Almost Sorted,146404986.0,0.146404986,889507.7,145422375.0,147155291.0,Success
1000000,3,Shell Sort,Half Sorted,3856538694.7,3.856538695,180121535.7,3669477208.0,4028808042.0,Success
1000000,3,Heap Sort,Half Sorted,357806986.0,0.357806986,10528308.3,346274833.0,366905083.0,Success
1000000,3,Merge Sort,Half Sorted,1947267875.0,1.947267875,46696801.5,1919370250.0,2001177708.0,Success
1000000,3,Quick Sort,Half Sorted,2005175958.3,2.005175958,40484866.5,1965963959.0,2046823708.0,Success
1000000,3,Timsort (built-in),Half Sorted,58856263.7,0.058856264,259586.8,58557875.0,59030125.0,Success
1000000,3,Timsort (custom),Half Sorted,1586622541.3,1.586622541,11154913.9,1575590166.0,1597896083.0,Success
1000000,3,Radix Sort,Half Sorted,446296569.3,0.446296569,28552333.4,415498125.0,471885375.0,Success
1000000,3,Counting Sort,Half Sorted,148684000.0,0.148684000,624311.4,148243542.0,149398458.0,Success
1000000,3,Shell Sort,Flat (Few Unique),754625292.0,0.754625292,7419149.4,746348084.0,760676917.0,Success
1000000,3,Heap Sort,Flat (Few Unique),188012000.0,0.188012000,2181557.9,186380083.0,190489834.0,Success
1000000,3,Merge Sort,Flat (Few Unique),1999838264.0,1.999838264,7049837.9,1994929208.0,2007916500.0,Success
1000000,3,Quick Sort,Flat (Few Unique),169551444.3,0.169551444,20891999.9,146966250.0,188186208.0,Success
1000000,3,Timsort (built-in),Flat (Few Unique),34277125.0,0.034277125,115620.0,34157750.0,34388583.0,Success
1000000,3,Timsort (custom),Flat (Few Unique),1742159944.7,1.742159945,2560653.9,1739225958.0,1743944334.0,Success
1000000,3,Radix Sort,Flat (Few Unique),80906208.0,0.080906208,369017.4,80553833.0,81289875.0,Success
1000000,3,Counting Sort,Flat (Few Unique),77999389.3,0.077999389,254800.8,77849042.0,78293584.0,Success
1000000,3,Shell Sort,Floats,4369475222.0,4.369475222,281483776.9,4101667083.0,4662885458.0,Success
1000000,3,Heap Sort,Floats,614344082.7,0.614344083,10781085.8,602318791.0,623145291.0,Success
1000000,3,Merge Sort,Floats,2269695680.7,2.269695681,64243833.4,2195992542.0,2313838042.0,Success
1000000,3,Quick Sort,Floats,2267307583.3,2.267307583,18088229.4,2247792125.0,2283510792.0,Success
1000000,3,Timsort (built-in),Floats,121047527.3,0.121047527,911093.9,120246708.0,122038791.0,Success
1000000,3,Timsort (custom),Floats,2083378791.3,2.083378791,60381557.5,2047607250.0,2153093416.0,Success
1000000,3,Radix Sort,Floats,,,,,,Skipped (integers only)
1000000,3,Counting Sort,Floats,,,,,,Skipped (integers only)
1000000,3,Shell Sort,Strings,4931120527.7,4.931120528,243136541.6,4658545750.0,5125654125.0,Success
1000000,3,Heap Sort,Strings,661828180.7,0.661828181,11863907.3,651978792.0,674998750.0,Success
1000000,3,Merge Sort,Strings,2329577791.7,2.329577792,7422702.4,2321786708.0,2336567000.0,Success
1000000,3,Quick Sort,Strings,2423381000.3,2.423381000,17819395.4,2409943834.0,2443594500.0,Success
1000000,3,Timsort (built-in),Strings,182470611.3,0.182470611,4699171.3,177221167.0,186284750.0,Success
1000000,3,Timsort (custom),Strings,2255884097.0,2.255884097,4614288.8,2250565541.0,2258819750.0,Success
1000000,3,Radix Sort,Strings,,,,,,Skipped (integers only)
1000000,3,Counting Sort,Strings,,,,,,Skipped (integers only)
